community, age, size, layers, floor, orientation, five_years, two_years, unit_price, total_price, location, area
汇锦城三期, 2013, 90.97, 17, 中区, 朝南北, 0, 1, 35176, 320, 新场, 浦东
丝庐雅苑(公寓), 2015, 88.76, 21, 高区, 朝南, 0, 1, 33799, 300, 新场, 浦东
汇锦城二期, 2012, 84.0, 16, 中区, 朝南, 0, 1, 32738, 275, 新场, 浦东
汇锦城(一期), 2011, 177.35, 5, 中区, 朝南北, 0, 1, 29884, 530, 新场, 浦东
丝庐雅苑(公寓), 2015, 88.0, 20, 高区, 朝南, 0, 0, 32954, 290, 新场, 浦东
丝庐雅苑(公寓), 2015, 88.24, 21, 低区, 朝南北, 0, 0, 33998, 300, 新场, 浦东
丝庐雅苑(公寓), 2015, 88.78, 20, 低区, 朝南, 0, 0, 32101, 285, 新场, 浦东
汇锦城二期, 2013, 91.32, 18, 中区, 朝南北, 0, 0, 33946, 310, 新场, 浦东
汇锦城二期, 2012, 89.41, 18, 中区, 朝南北, 0, 0, 35790, 320, 新场, 浦东
古佳苑, 2007, 85.54, 5, 中区, 朝南, 1, 1, 30161, 258, 新场, 浦东
东方冠郡, 2013, 99.07, 18, 低区, 朝南北, 0, 1, 35833, 355, 新场, 浦东
万科清林径, 2012, 96.11, 18, 低区, 朝南北, 0, 1, 36936, 355, 新场, 浦东
丝庐雅苑(别墅), 2012, 349.72, 地上3层, 地上3层, (进门) 南北, 0, 1, 28594, 1000, 新场, 浦东
万科清林径, 2012, 96.03, 18, 高区, 朝南, 0, 1, 38008, 365, 新场, 浦东
汇善嘉苑, 2013, 91.68, 20, 高区, 朝南北, 0, 1, 35994, 330, 新场, 浦东
汇善嘉苑, 2013, 53.0, 20, 中区, 朝南, 0, 1, 41132, 218, 新场, 浦东
汇善嘉苑, 2013, 77.0, 20, 中区, 朝南, 0, 1, 36363, 280, 新场, 浦东
艺泰安邦, 2006, 122.8, 11, 低区, , 1, 1, 30130, 370, 宣桥, 浦东
艺泰安邦, 2010, 70.46, 11, 中区, , 1, 1, 33494, 236, 宣桥, 浦东
艺泰安邦, 2011, 91.59, 8, 低区, 朝南, 1, 1, 30571, 280, 宣桥, 浦东
艺泰安邦, 2007, 114.79, 17, 中区, , 1, 1, 29619, 340, 宣桥, 浦东
艺泰安邦, 2008, 133.36, 11, 高区, 朝南北, 1, 1, 31493, 420, 宣桥, 浦东
艺泰安邦, 2007, 108.84, 17, 低区, 朝南, 1, 1, 27563, 300, 宣桥, 浦东
欣秋苑, 2008, 128.94, 11, 低区, 朝南, 1, 1, 23266, 300, 宣桥, 浦东
艺泰安邦, 2009, 91.92, 14, 中区, 朝南, 1, 1, 28938, 266, 宣桥, 浦东
艺泰安邦, 2011, 59.56, 18, 高区, 朝南, 1, 1, 36098, 215, 宣桥, 浦东
艺泰安邦, 2008, 145.63, 17, 高区, 朝南北, 1, 1, 28840, 420, 宣桥, 浦东
欣梅苑, 2007, 94.0, 6, 高区, 朝南北, 1, 1, 28191, 265, 宣桥, 浦东
艺泰安邦, 2009, 95.5, 9, 低区, 朝南北, 1, 1, 29842, 285, 宣桥, 浦东
艺泰安邦, 2011, 93.09, 12, 中区, , 1, 1, 31152, 290, 宣桥, 浦东
艺泰安邦, 2009, 77.69, 18, 高区, 朝南, 0, 1, 31149, 242, 宣桥, 浦东
艺泰安邦, 2010, 140.89, 11, 低区, 朝南北, 0, 1, 26261, 370, 宣桥, 浦东
艺泰安邦, 2011, 91.13, 10, 中区, 朝南北, 0, 1, 30505, 278, 宣桥, 浦东
艺泰安邦, 2008, 127.0, 11, 低区, 朝南北, 1, 1, 30708, 390, 宣桥, 浦东
海志花苑, 2010, 99.35, 5, 中区, 朝南, 1, 1, 25666, 255, 宣桥, 浦东
艺泰安邦, 2010, 92.39, 18, 高区, , 1, 1, 34094, 315, 宣桥, 浦东
欣兰苑, 2007, 77.08, 6, 中区, 朝南, 0, 0, 29839, 230, 宣桥, 浦东
艺泰安邦, 2009, 96.07, 12, 低区, , 0, 0, 29665, 285, 宣桥, 浦东
艺泰安邦, 2010, 90.56, 18, 低区, 朝西北, 0, 0, 31470, 285, 宣桥, 浦东
艺泰安邦, 2011, 92.53, 10, 中区, 朝南, 0, 0, 29720, 275, 宣桥, 浦东
艺泰安邦, 2009, 74.61, 10, 高区, , 1, 1, 32167, 240, 宣桥, 浦东
艺泰安邦, 2009, 95.35, 12, 低区, 朝南北, 1, 1, 29680, 283, 宣桥, 浦东
艺泰安邦, 2008, 86.71, 11, 低区, 朝南, 1, 1, 29408, 255, 宣桥, 浦东
艺泰安邦, 2011, 59.56, 18, 低区, 朝南北, 0, 1, 33579, 200, 宣桥, 浦东
欣秋苑, 2008, 125.0, 11, 中区, , 0, 0, 23200, 290, 宣桥, 浦东
艺泰安邦, 2010, 140.89, 11, 中区, 朝南北, 0, 0, 30520, 430, 宣桥, 浦东
艺泰安邦, 2006, 120.0, 6, 中区, , 1, 1, 33333, 400, 宣桥, 浦东
上海绿城, 2005, 125.61, 13, 低区, 朝南北, 1, 1, 89164, 1120, 杨东, 浦东
上海绿城, 2007, 64.78, 22, 高区, 朝南, 1, 1, 115776, 750, 杨东, 浦东
上海绿城, 2007, 134.55, 16, 高区, 朝南北, 1, 1, 89186, 1200, 杨东, 浦东
上海绿城, 2004, 112.0, 12, 低区, 朝南北, 1, 1, 86607, 970, 杨东, 浦东
涵合园(公寓), 2004, 148.79, 3, 高区, 朝南, 1, 1, 86027, 1280, 杨东, 浦东
东方龙苑, 2000, 96.57, 11, 低区, 朝南北, 1, 1, 72486, 700, 杨东, 浦东
涵合园(公寓), 2004, 82.16, 14, 中区, 朝南, 1, 1, 85199, 700, 杨东, 浦东
涵合园(公寓), 2005, 114.3, 13, 高区, 朝南北, 1, 1, 74803, 855, 杨东, 浦东
上海绿城, 2007, 102.33, 16, 中区, 朝南, 1, 1, 102609, 1050, 杨东, 浦东
上海绿城, 2005, 125.43, 11, 低区, 朝南北, 1, 1, 95670, 1200, 杨东, 浦东
上海绿城, 2005, 153.34, 14, 中区, 朝南北, 1, 1, 97821, 1500, 杨东, 浦东
涵合园(公寓), 2004, 81.26, 18, 低区, 朝南, 1, 1, 88604, 720, 杨东, 浦东
涵合园(公寓), 2005, 129.0, 11, 中区, 朝南北, 1, 1, 81395, 1050, 杨东, 浦东
上海绿城, 2004, 108.26, 18, 低区, 朝南, 1, 1, 73896, 800, 杨东, 浦东
上海绿城, 2004, 120.83, 11, 低区, 朝南北, 1, 1, 78209, 945, 杨东, 浦东
东方龙苑, 2004, 187.81, 12, 高区, 朝南北, 1, 1, 77205, 1450, 杨东, 浦东
东城新村, 2002, 80.0, 18, 低区, 朝南, 1, 1, 72500, 580, 杨东, 浦东
上海绿城, 2007, 145.81, 28, 低区, 朝南北, 1, 1, 89157, 1300, 杨东, 浦东
上海绿城, 2004, 128.38, 11, 低区, 朝南北, 1, 1, 89577, 1150, 杨东, 浦东
陆家嘴中央公寓, 2006, 153.24, 18, 高区, 朝南北, 1, 1, 97885, 1500, 杨东, 浦东
涵合园(公寓), 2005, 102.0, 11, 中区, 朝南北, 1, 1, 85784, 875, 杨东, 浦东
上海绿城, 2005, 101.57, 16, 中区, 朝南, 1, 1, 103376, 1050, 杨东, 浦东
涵合园(公寓), 2004, 135.72, 22, 低区, 朝南北, 1, 1, 72944, 990, 杨东, 浦东
龙昌苑, 2000, 95.31, 7, 中区, 朝南, 1, 1, 71346, 680, 杨东, 浦东
上海绿城, 2004, 126.21, 12, 低区, 朝南, 1, 1, 91117, 1150, 杨东, 浦东
涵合园(公寓), 2005, 80.24, 11, 高区, 朝南, 1, 1, 95962, 770, 杨东, 浦东
上海绿城, 2007, 100.86, 20, 中区, 朝南, 1, 1, 95181, 960, 杨东, 浦东
上海绿城, 2007, 157.93, 15, 中区, 朝南北, 1, 1, 94978, 1500, 杨东, 浦东
上海绿城, 2005, 137.7, 13, 中区, 朝南北, 1, 1, 107480, 1480, 杨东, 浦东
上海绿城, 2004, 108.11, 18, 低区, 朝南, 1, 1, 85561, 925, 杨东, 浦东
金羽名庭, 2004, 75.73, 11, 低区, 朝南, 1, 1, 81605, 618, 洋泾, 浦东
栖山小区, 1989, 27.52, 3, 高区, 朝东西, 1, 1, 68313, 188, 洋泾, 浦东
中星海上景庭, 2006, 160.31, 16, 低区, 朝南北, 1, 1, 81092, 1300, 洋泾, 浦东
巨东小区, 1994, 77.72, 6, 高区, 朝南, 1, 1, 78486, 610, 洋泾, 浦东
绿地泾南公寓, 1999, 102.41, 6, 低区, 朝南, 1, 1, 79093, 810, 洋泾, 浦东
明珠苑(浦东), 1998, 76.1, 6, 高区, 朝南, 1, 1, 81471, 620, 洋泾, 浦东
阳光二村, 1994, 49.05, 6, 高区, 朝南, 1, 1, 59123, 290, 洋泾, 浦东
西镇小区(浦东), 1991, 38.79, 6, 高区, 朝南北, 1, 1, 64449, 250, 洋泾, 浦东
阳光二村, 1994, 37.14, 5, 中区, 朝南, 1, 1, 60581, 225, 洋泾, 浦东
崮山小区二街坊, 1999, 85.8, 6, 中区, 朝南, 1, 1, 72261, 620, 洋泾, 浦东
新城名园, 2005, 103.44, 16, 高区, 朝南北, 1, 1, 84106, 870, 洋泾, 浦东
名门河滨花园, 2006, 64.64, 21, 高区, 朝南, 1, 1, 80445, 520, 洋泾, 浦东
羽北小区, 1998, 67.22, 6, 中区, 朝南北, 1, 1, 86283, 580, 洋泾, 浦东
博山小区, 1990, 63.73, 25, 低区, 朝南, 1, 1, 58841, 375, 洋泾, 浦东
巨东小区, 1994, 47.2, 6, 中区, 朝西南, 1, 1, 95338, 450, 洋泾, 浦东
新城海上名园, 2007, 102.22, 14, 中区, 朝南北, 1, 1, 97828, 1000, 洋泾, 浦东
中星怡景花园, 2007, 113.19, 10, 低区, 朝南北, 1, 1, 83929, 950, 洋泾, 浦东
凌高小区, 1995, 59.21, 24, 低区, 朝南, 1, 1, 57422, 340, 洋泾, 浦东
明珠苑(浦东), 2001, 111.49, 11, 中区, 朝南北, 1, 1, 75343, 840, 洋泾, 浦东
西镇小区(浦东), 1991, 57.99, 6, 低区, 朝南北, 1, 1, 68977, 400, 洋泾, 浦东
张杨南苑, 1995, 70.0, 6, 中区, 朝南北, 1, 1, 85714, 600, 洋泾, 浦东
绿地泾南公寓, 2002, 158.22, 6, 低区, 朝南北, 1, 1, 77107, 1220, 洋泾, 浦东
第五大道, 2003, 143.86, 14, 中区, 朝南北, 1, 1, 95926, 1380, 洋泾, 浦东
名门河滨花园, 2006, 64.64, 21, 低区, 朝南, 1, 1, 79672, 515, 洋泾, 浦东
崮山小区二街坊, 1999, 61.33, 6, 高区, 朝南北, 0, 1, 88863, 545, 洋泾, 浦东
巨东小区, 1994, 55.54, 6, 中区, 朝南, 0, 1, 90925, 505, 洋泾, 浦东
凌高小区, 1995, 42.91, 24, 低区, 朝南, 0, 1, 59426, 255, 洋泾, 浦东
栖山路140弄, 1994, 58.81, 7, 中区, 朝南北, 0, 1, 71926, 423, 洋泾, 浦东
凌高小区, 1993, 91.39, 24, 低区, 朝东南, 0, 1, 59634, 545, 洋泾, 浦东
巨东小区, 1994, 47.52, 6, 高区, 朝南, 1, 1, 94696, 450, 洋泾, 浦东
御桥馨华苑, 2004, 107.43, 6, 高区, 朝南北, 1, 1, 59573, 640, 御桥, 浦东
地杰国际城E欧泊时光, 2007, 99.4, 18, 低区, , 1, 1, 61871, 615, 御桥, 浦东
地杰国际城E欧泊时光, 2007, 94.09, 26, 中区, 朝南, 1, 1, 65894, 620, 御桥, 浦东
地杰国际城E欧泊时光, 2007, 85.11, 26, 中区, 朝南, 1, 1, 59922, 510, 御桥, 浦东
绿洲康城亲水湾(东区), 2010, 130.23, 14, 中区, 朝南北, 1, 1, 52215, 680, 御桥, 浦东
和合新村, 2006, 94.61, 6, 中区, 朝南, 1, 1, 50523, 478, 御桥, 浦东
御桥花园, 1996, 75.77, 6, 低区, 朝南北, 1, 1, 54111, 410, 御桥, 浦东
地杰国际城F欧香四季, 2006, 109.0, 17, 低区, 朝南北, 1, 1, 66972, 730, 御桥, 浦东
地杰国际城D街坊, 2009, 84.8, 27, 低区, 朝南, 1, 1, 50707, 430, 御桥, 浦东
和合新村, 2006, 52.86, 6, 低区, 朝南, 1, 1, 55807, 295, 御桥, 浦东
地杰国际城F欧香四季, 2006, 124.71, 18, 低区, 朝南北, 1, 1, 64148, 800, 御桥, 浦东
万科金色城市, 2010, 78.1, 18, 低区, , 1, 1, 79385, 620, 御桥, 浦东
京浦小区, 1995, 41.26, 6, 中区, 朝南北, 1, 1, 60106, 248, 御桥, 浦东
绿洲康城亲水湾(东区), 2010, 67.91, 14, 中区, , 1, 1, 55220, 375, 御桥, 浦东
地杰国际城E欧泊时光, 2007, 99.04, 18, 高区, 朝南, 1, 1, 79765, 790, 御桥, 浦东
御桥馨华苑, 2004, 84.0, 6, 低区, 朝南北, 1, 1, 58571, 492, 御桥, 浦东
绿洲康城亲水湾(中央区), 2007, 103.3, 17, 高区, 朝南北, 1, 1, 54211, 560, 御桥, 浦东
御桥花园, 1996, 80.64, 6, 低区, 朝南, 1, 1, 57043, 460, 御桥, 浦东
万科金色城市, 2010, 89.74, 18, 中区, 朝南北, 1, 1, 72431, 650, 御桥, 浦东
绿洲康城亲水湾(中央区), 2007, 103.05, 17, 中区, 朝南, 1, 1, 53372, 550, 御桥, 浦东
万科海上传奇, 2015, 87.89, 27, 低区, 朝南北, 0, 1, 70542, 620, 御桥, 浦东
地杰国际城D街坊, 2009, 80.96, 18, 低区, 朝南, 0, 1, 51259, 415, 御桥, 浦东
绿洲康城亲水湾(东区), 2010, 68.3, 10, 中区, 朝南, 0, 1, 52708, 360, 御桥, 浦东
绿洲康城亲水湾(中央区), 2007, 92.55, 14, 低区, 朝南北, 0, 1, 53808, 498, 御桥, 浦东
绿洲康城亲水湾(东区), 2010, 121.77, 10, 中区, 朝南北, 0, 1, 50505, 615, 御桥, 浦东
绿洲康城亲水湾(中央区), 2012, 129.69, 22, 中区, 朝南, 0, 1, 56288, 730, 御桥, 浦东
御桥花园, 1996, 63.0, 5, 中区, 朝南北, 1, 1, 57936, 365, 御桥, 浦东
地杰国际城D街坊, 2009, 84.8, 27, 中区, 朝南, 1, 1, 51297, 435, 御桥, 浦东
地杰国际城E欧泊时光, 2007, 135.38, 18, 高区, 朝南北, 1, 1, 65002, 880, 御桥, 浦东
御桥花园, 1996, 61.93, 6, 低区, 朝南北, 1, 1, 59744, 370, 御桥, 浦东
竹园新村(浦东), 1989, 33.75, 6, 低区, 朝南, 1, 1, 88888, 300, 源深, 浦东
竹园高层, 1992, 65.72, 26, 高区, 朝南, 1, 1, 69993, 460, 源深, 浦东
梅园三村, 1983, 61.68, 6, 低区, 朝南北, 1, 1, 89169, 550, 源深, 浦东
竹园高层, 1992, 65.72, 26, 低区, 朝西南, 1, 1, 70754, 465, 源深, 浦东
竹园高层, 1993, 70.04, 22, 低区, 朝南北, 1, 1, 67104, 470, 源深, 浦东
生安花苑, 2001, 205.07, 11, 高区, 朝南北, 1, 1, 73145, 1500, 源深, 浦东
桃林一小区, 1995, 48.01, 6, 低区, 朝南, 1, 1, 114559, 550, 源深, 浦东
梅园三街坊, 1984, 52.37, 6, 中区, 朝南北, 1, 1, 104067, 545, 源深, 浦东
竹园高层, 1989, 64.56, 22, 低区, 朝南, 1, 1, 75123, 485, 源深, 浦东
梅园三村, 1983, 52.56, 5, 低区, 朝南北, 1, 1, 84665, 445, 源深, 浦东
竹园新村(浦东), 1987, 53.54, 6, 中区, 朝南, 1, 1, 84049, 450, 源深, 浦东
竹园新村(浦东), 1989, 49.99, 6, 低区, 朝南, 1, 1, 78015, 390, 源深, 浦东
竹园高层, 1992, 79.23, 26, 中区, 朝南北, 1, 1, 74466, 590, 源深, 浦东
竹园新村(浦东), 1987, 42.23, 6, 中区, 朝南, 1, 1, 80511, 340, 源深, 浦东
香榭丽花园, 2001, 147.71, 32, 低区, , 1, 1, 91395, 1350, 源深, 浦东
桃林小区, 1997, 107.33, 24, 中区, 朝南, 1, 1, 81990, 880, 源深, 浦东
桃林小区, 1999, 96.43, 18, 低区, 朝南北, 1, 1, 81924, 790, 源深, 浦东
桃林一小区, 1995, 60.0, 6, 中区, 朝南, 1, 1, 105833, 635, 源深, 浦东
香榭丽花园, 2001, 155.85, 11, 低区, 朝南北, 1, 1, 83413, 1300, 源深, 浦东
竹园高层, 1992, 85.74, 26, 低区, 朝南, 1, 1, 75810, 650, 源深, 浦东
竹园高层, 1993, 64.15, 22, 中区, 朝南, 1, 1, 73265, 470, 源深, 浦东
梅园新村(浦东), 1982, 42.92, 6, 中区, 朝南, 1, 1, 96691, 415, 源深, 浦东
梅园四街坊, 1988, 60.0, 6, 中区, 朝南, 1, 1, 98333, 590, 源深, 浦东
竹园新村(浦东), 1989, 53.98, 7, 低区, 朝南北, 1, 1, 81141, 438, 源深, 浦东
桃林小区, 1997, 125.26, 24, 低区, 朝南, 1, 1, 70653, 885, 源深, 浦东
盛世年华, 2005, 124.35, 18, 低区, 朝南北, 1, 1, 112585, 1400, 源深, 浦东
梅园四街坊, 1988, 54.0, 6, 低区, 朝南, 1, 1, 100000, 540, 源深, 浦东
福山小区, 1993, 71.15, 18, 中区, 朝东南, 1, 1, 88545, 630, 源深, 浦东
光辉小区, 1996, 69.14, 6, 低区, 朝南, 1, 1, 91119, 630, 源深, 浦东
梅园四街坊, 1989, 62.53, 6, 中区, 朝南北, 1, 1, 100751, 630, 源深, 浦东
汤臣豪园一期, 2002, 192.57, 5, 高区, 朝南北, 1, 1, 64911, 1250, 张江, 浦东
中芯花园(公寓), 2003, 129.43, 15, 中区, 朝南, 1, 1, 58718, 760, 张江, 浦东
张江汤臣豪园(三期), 2011, 89.35, 11, 低区, 朝南北, 1, 1, 83939, 750, 张江, 浦东
香楠小区, 1995, 62.75, 6, 中区, 朝南, 1, 1, 60557, 380, 张江, 浦东
张江汤臣豪园(二期), 2007, 137.26, 11, 低区, 朝南北, 1, 1, 65568, 900, 张江, 浦东
阳光花城, 2009, 134.83, 18, 高区, 朝南北, 1, 1, 70088, 945, 张江, 浦东
贝越流明新苑, 2003, 126.62, 6, 高区, 朝南北, 1, 1, 54888, 695, 张江, 浦东
日月光水岸花园(公寓), 2010, 87.57, 13, 中区, 朝南, 1, 1, 70229, 615, 张江, 浦东
张江汤臣豪园(三期), 2011, 89.85, 11, 中区, 朝南北, 1, 1, 83472, 750, 张江, 浦东
城市经典(四期), 2006, 154.38, 13, 中区, 朝南北, 1, 1, 69309, 1070, 张江, 浦东
张江汤臣豪园(三期), 2010, 79.85, 10, 中区, 朝南北, 1, 1, 93926, 750, 张江, 浦东
张江汤臣豪园(二期), 2006, 138.17, 16, 低区, 朝南, 1, 1, 66584, 920, 张江, 浦东
张江汤臣豪园(二期), 2006, 119.82, 16, 高区, 朝南北, 1, 1, 82623, 990, 张江, 浦东
阳光花城, 2007, 100.21, 18, 低区, , 1, 1, 64863, 650, 张江, 浦东
张江汤臣豪园(三期), 2010, 89.25, 12, 低区, 朝南, 0, 1, 81792, 730, 张江, 浦东
中芯花园(公寓), 2005, 66.47, 6, 高区, 朝南, 0, 1, 57168, 380, 张江, 浦东
张江汤臣豪园(四期), 2012, 90.4, 14, 低区, 朝南, 0, 1, 81305, 735, 张江, 浦东
日月光水岸花园(公寓), 2012, 141.18, 13, 中区, 朝南北, 0, 1, 66581, 940, 张江, 浦东
兰沁苑, 2003, 91.68, 6, 中区, 朝南北, 0, 1, 58900, 540, 张江, 浦东
张江汤臣豪园(二期), 2006, 138.3, 16, 高区, 朝南北, 0, 1, 83152, 1150, 张江, 浦东
汤臣豪庭, 2006, 177.95, 3, 低区, 朝南, 1, 1, 67434, 1200, 张江, 浦东
杨镇新村, 1994, 84.58, 6, 高区, 朝南北, 1, 1, 44691, 378, 张江, 浦东
川杨新苑(四期), 2010, 56.7, 6, 低区, 朝南, 1, 1, 49382, 280, 张江, 浦东
益丰新村, 1995, 75.93, 6, 高区, 朝南北, 1, 1, 49387, 375, 张江, 浦东
汤臣高尔夫(公寓), 2000, 133.09, 15, 低区, 朝南北, 1, 1, 74986, 998, 张江, 浦东
川杨新苑(二期), 2008, 59.7, 6, 高区, 朝南北, 1, 1, 50251, 300, 张江, 浦东
川杨新苑(一期), 2007, 54.83, 6, 低区, 朝南北, 1, 1, 57450, 315, 张江, 浦东
汤臣高尔夫(别墅), , 416.82, 地上2层, 地上2层, (进门) 北, 1, 1, 93277, 3888, 张江, 浦东
春港丽园(公寓), 2000, 86.12, 6, 低区, 朝南, 1, 1, 44705, 385, 张江, 浦东
汤臣湖庭, , 386.88, 地上3层, 地上3层, (进门) 南北, 1, 1, 81420, 3150, 张江, 浦东
绿地东上海, 2010, 88.04, 14, 中区, 朝南北, 1, 1, 55656, 490, 周浦, 浦东
印象春城, 2011, 89.8, 14, 高区, 朝南北, 1, 1, 48997, 440, 周浦, 浦东
桃园新城中虹佳园, 2007, 51.68, 5, 高区, 朝南, 1, 1, 41602, 215, 周浦, 浦东
汇丽苑, 2005, 122.0, 6, 低区, 朝南北, 1, 1, 41393, 505, 周浦, 浦东
明天华城, 2011, 89.55, 16, 低区, 朝南, 1, 1, 50251, 450, 周浦, 浦东
绿地东上海, 2007, 114.0, 18, 低区, 朝南北, 1, 1, 49561, 565, 周浦, 浦东
欧风家园, 2006, 72.0, 5, 低区, 朝南北, 1, 1, 38194, 275, 周浦, 浦东
瑞和苑, 2008, 75.0, 14, 中区, 朝南, 1, 1, 38000, 285, 周浦, 浦东
川周公路4485号, , 139.08, 11, 中区, 朝南北, 1, 1, 37388, 520, 周浦, 浦东
桃园新城中城苑, 2006, 59.58, 6, 高区, 朝南北, 1, 1, 38603, 230, 周浦, 浦东
逸亭佳苑, 2007, 58.67, 6, 低区, 朝南, 1, 1, 46020, 270, 周浦, 浦东
欧风家园, 2006, 103.84, 12, 中区, 朝南北, 1, 1, 37076, 385, 周浦, 浦东
瑞和苑, , 55.0, 14, 中区, 朝南, 1, 1, 39090, 215, 周浦, 浦东
粤亮湾景苑, 2010, 86.53, 12, 中区, 朝南北, 1, 1, 41604, 360, 周浦, 浦东
菱翔苑, 2006, 94.96, 6, 中区, 朝南北, 1, 1, 49494, 470, 周浦, 浦东
粤亮湾景苑, 2010, 81.15, 16, 高区, , 1, 1, 45594, 370, 周浦, 浦东
圣鑫苑, 2006, 69.24, 6, 中区, , 1, 1, 41883, 290, 周浦, 浦东
瑞和苑, , 55.0, 14, 中区, 朝南北, 1, 1, 40000, 220, 周浦, 浦东
汇丽苑, 2006, 109.37, 6, 中区, 朝南北, 1, 1, 43430, 475, 周浦, 浦东
桃园新城中城苑, 2006, 72.0, 6, 高区, 朝南北, 1, 1, 40277, 290, 周浦, 浦东
小上海新城, 2007, 57.06, 11, 低区, 朝南, 1, 1, 50823, 290, 周浦, 浦东
繁荣安居, 2006, 55.98, 5, 中区, 朝南, 1, 1, 47338, 265, 周浦, 浦东
圣鑫苑, 2006, 105.0, 6, 中区, 朝南, 1, 1, 41904, 440, 周浦, 浦东
汇丽苑, 2005, 98.13, 6, 低区, 朝南北, 1, 1, 39743, 390, 周浦, 浦东
繁荣安居, 2012, 58.16, 11, 中区, 朝南, 1, 1, 45563, 265, 周浦, 浦东
瑞阳苑, 2007, 93.94, 11, 低区, 朝南北, 1, 1, 41515, 390, 周浦, 浦东
欧风家园, 2006, 94.89, 6, 中区, 朝南北, 1, 1, 38465, 365, 周浦, 浦东
欧风家园, , 53.49, 5, 中区, 朝南, 1, 1, 42998, 230, 周浦, 浦东
瑞和苑, , 75.49, 14, 中区, 朝南北, 1, 1, 37091, 280, 周浦, 浦东
公元新村, 1977, 51.8, 4, 中区, , 1, 1, 39575, 205, 周浦, 浦东
祝和苑, 2009, 92.88, 11, 低区, 朝南, 1, 1, 34991, 325, 祝桥, 浦东
千汇苑二村, 2007, 103.74, 5, 中区, 朝南北, 1, 1, 31328, 325, 祝桥, 浦东
祝和苑, 2009, 80.47, 5, 中区, 朝南, 1, 1, 33304, 268, 祝桥, 浦东
朗诗未来树, 2014, 60.46, 5, 高区, 朝南, 0, 1, 45484, 275, 祝桥, 浦东
东方鸿璟, , 174.68, 4, 中区, 朝南北, 0, 1, 38928, 680, 祝桥, 浦东
祝安苑, 2012, 95.86, 14, 低区, 朝南北, 1, 1, 34425, 330, 祝桥, 浦东
东港花苑三村, 2007, 145.21, 6, 高区, 朝南北, 1, 1, 29267, 425, 祝桥, 浦东
千汇苑一村, 2007, 53.0, 4, 中区, 朝南, 0, 0, 36792, 195, 祝桥, 浦东
朗诗未来树, 2014, 89.39, 11, 中区, 朝南北, 0, 0, 41391, 370, 祝桥, 浦东
桃李园小区, 2003, 80.47, 6, 低区, 朝南, 1, 1, 29824, 240, 祝桥, 浦东
桃李园小区, 2003, 80.47, 6, 高区, 朝南北, 1, 1, 28582, 230, 祝桥, 浦东
祝和苑, 2009, 82.17, 6, 高区, , 0, 1, 35292, 290, 祝桥, 浦东
东海御庭, 2014, 434.13, 地上2层, 地上2层, (进门) 南, 0, 0, 32939, 1430, 祝桥, 浦东
千汇苑一村, 2007, 106.13, 5, 高区, 朝西北, 0, 0, 31093, 330, 祝桥, 浦东
祝安苑, 2012, 96.48, 14, 中区, 朝南北, 0, 0, 33167, 320, 祝桥, 浦东
朗诗未来树, 2013, 60.4, 5, 高区, 朝南北, 1, 1, 47185, 285, 祝桥, 浦东
东港花苑三村, 2007, 145.87, 6, 低区, 朝南, 1, 1, 27078, 395, 祝桥, 浦东
朝农新村, 1994, 54.69, 5, 高区, 朝南北, 0, 1, 30170, 165, 祝桥, 浦东
千汇苑二村, 2007, 80.38, 5, 中区, 朝南北, 1, 1, 34834, 280, 祝桥, 浦东
千汇苑一村, 2007, 63.92, 5, 中区, 朝南北, 0, 1, 36764, 235, 祝桥, 浦东
朗诗未来树, 2013, 60.37, 5, 高区, 朝南北, 0, 1, 47208, 285, 祝桥, 浦东
东方鸿璟, 2016, 142.08, 14, 中区, 朝南北, 0, 1, 37302, 530, 祝桥, 浦东
千汇苑一村, 2007, 64.0, 5, 高区, 朝南北, 1, 1, 36718, 235, 祝桥, 浦东
千汇苑二村, 2007, 81.0, 5, 中区, , 1, 1, 34567, 280, 祝桥, 浦东
千汇苑一村, 2007, 52.61, 4, 中区, 朝南北, 1, 1, 38015, 200, 祝桥, 浦东
千汇苑一村, 2007, 62.0, 5, 低区, 朝南, 1, 1, 38709, 240, 祝桥, 浦东
千汇苑一村, 2007, 80.81, 5, 高区, 朝南北, 1, 1, 35886, 290, 祝桥, 浦东
东港花苑三村, 1997, 56.0, 5, 低区, 朝南, 1, 1, 35714, 200, 祝桥, 浦东
千汇苑二村, 2007, 105.0, 5, 中区, 朝南北, 1, 1, 32380, 340, 祝桥, 浦东
祝安苑, 2012, 103.01, 5, 中区, 朝南北, 1, 1, 33006, 340, 祝桥, 浦东
中城绿苑, 2005, 85.91, 14, 低区, 朝南北, 1, 1, 62740, 539, 春申, 闵行
高兴花园, 1996, 54.59, 6, 低区, 朝南北, 1, 1, 54588, 298, 春申, 闵行
莲花新村, 1998, 85.16, 6, 低区, 朝南, 1, 1, 46970, 400, 春申, 闵行
华唐苑, 2002, 110.22, 6, 中区, 朝南北, 1, 1, 45363, 500, 春申, 闵行
春申景城湖畔林语, 2007, 81.55, 17, 高区, 朝南北, 1, 1, 68301, 557, 春申, 闵行
春申景城湖滨晨韵, 2005, 66.74, 17, 高区, , 1, 1, 70572, 471, 春申, 闵行
上海春城, 2004, 99.0, 14, 高区, 朝南北, 1, 1, 63636, 630, 春申, 闵行
中城绿苑, 2005, 52.59, 11, 高区, 朝南, 1, 1, 72257, 380, 春申, 闵行
