community, age, size, layers, floor, orientation, five_years, two_years, unit_price, total_price, location, area
蔷薇新村, 1995, 79.0, 6, 低区, 朝南北, 1, 1, 38987, 308, 春申, 闵行
普乐二村, 1998, 51.64, 6, 中区, 朝南北, 1, 1, 48412, 250, 春申, 闵行
蔷薇新村, 1995, 75.55, 6, 高区, 朝南, 1, 1, 41032, 310, 春申, 闵行
蔷薇新村, 1995, 51.8, 6, 高区, 朝南, 1, 1, 41505, 215, 春申, 闵行
蔷薇新村, 1995, 34.32, 6, 高区, 朝南北, 1, 1, 50990, 175, 春申, 闵行
蔷薇五村, 1995, 49.8, 6, 低区, , 1, 1, 41365, 206, 春申, 闵行
春申景城湖滨晨韵, 2005, 106.55, 16, 中区, 朝南北, 1, 1, 63819, 680, 春申, 闵行
上海春城, 2004, 70.5, 6, 低区, 朝南北, 1, 1, 67801, 478, 春申, 闵行
普乐三村, 1995, 61.17, 6, 低区, 朝南, 1, 1, 48716, 298, 春申, 闵行
春申景城湖滨晨韵, 2005, 117.52, 15, 高区, 朝南北, 1, 1, 64499, 758, 春申, 闵行
春申景城湖滨晨韵, 2005, 106.23, 17, 中区, , 1, 1, 65706, 698, 春申, 闵行
上海春城, 2000, 100.11, 9, 中区, 朝南北, 1, 1, 64928, 650, 春申, 闵行
春申景城湖畔林语, 2007, 163.61, 17, 低区, 朝南, 1, 1, 56047, 917, 春申, 闵行
上海春城, 2000, 186.2, 9, 低区, , 1, 1, 53705, 1000, 春申, 闵行
普乐三村, 1995, 53.8, 6, 中区, 朝南北, 1, 1, 48327, 260, 春申, 闵行
华唐苑, 2003, 118.28, 6, 高区, 朝南北, 1, 1, 43963, 520, 春申, 闵行
蔷薇五村, 1995, 55.41, 6, 高区, 朝南, 1, 1, 42411, 235, 春申, 闵行
徐汇芳邻, 1994, 59.95, 6, 低区, 朝南, 1, 1, 40200, 241, 春申, 闵行
中城绿苑, 2005, 85.94, 14, 低区, 朝南北, 1, 1, 62834, 540, 春申, 闵行
银河新都, 2010, 73.7, 12, 低区, 朝南, 1, 1, 52238, 385, 春申, 闵行
蔷薇新村, 1995, 58.7, 6, 高区, 朝南北, 1, 1, 40034, 235, 春申, 闵行
银泰苑, 2009, 134.0, 9, 低区, 朝南北, 0, 1, 41791, 560, 春申, 闵行
平阳三村, 1995, 65.87, 6, 中区, 朝南, 1, 1, 50098, 330, 古美, 闵行
南方新村, 1995, 62.52, 6, 低区, 朝南, 1, 1, 59980, 375, 古美, 闵行
古美小区, 1990, 59.82, 6, 高区, 朝南, 1, 1, 47642, 285, 古美, 闵行
新梅公寓, 1999, 119.92, 7, 低区, 朝南, 1, 1, 50033, 600, 古美, 闵行
平吉二村, 1997, 51.0, 6, 高区, 朝南, 1, 1, 51372, 262, 古美, 闵行
南方新村, 1993, 47.43, 6, 低区, 朝南, 1, 1, 62829, 298, 古美, 闵行
古美西路316弄, 1996, 54.63, 6, 高区, 朝南, 1, 1, 55464, 303, 古美, 闵行
东苑绿世界花园(二期), 2000, 116.22, 12, 低区, 朝南, 1, 1, 61951, 720, 古美, 闵行
华一新城, 2001, 80.0, 5, 低区, , 1, 1, 74375, 595, 古美, 闵行
平阳新村四街坊, 1998, 60.63, 6, 低区, , 1, 1, 54428, 330, 古美, 闵行
平阳三街坊, 2003, 70.2, 6, 中区, 朝南北, 1, 1, 69800, 490, 古美, 闵行
新梅公寓, 1999, 130.9, 7, 高区, 朝南北, 1, 1, 48892, 640, 古美, 闵行
东兰小区, 1989, 66.1, 6, 中区, 朝南, 1, 1, 55975, 370, 古美, 闵行
南方城, 2005, 57.92, 14, 高区, 朝南, 1, 1, 89779, 520, 古美, 闵行
欧风花都, 2003, 111.34, 11, 中区, 朝南北, 1, 1, 64666, 720, 古美, 闵行
古美西路420弄, 1995, 55.46, 6, 中区, 朝南, 1, 1, 55896, 310, 古美, 闵行
平吉一村, 1995, 66.94, 6, 中区, 朝南, 1, 1, 52435, 351, 古美, 闵行
同济华城, 2006, 66.32, 17, 高区, 朝南, 1, 1, 72376, 480, 古美, 闵行
莲花公寓(闵行), 2000, 83.87, 5, 中区, 朝南北, 1, 1, 63193, 530, 古美, 闵行
古美七村, 1995, 78.3, 6, 低区, 朝南, 1, 1, 57471, 450, 古美, 闵行
虹莘新村, 1996, 49.0, 6, 高区, 朝南, 1, 1, 51020, 250, 古美, 闵行
古美十村, 1998, 71.55, 6, 高区, 朝南, 1, 1, 56603, 405, 古美, 闵行
新时代富嘉花园, 2008, 96.18, 11, 低区, 朝南, 1, 1, 75899, 730, 古美, 闵行
海上新村, 1998, 76.14, 6, 高区, 朝南, 1, 1, 56212, 428, 古美, 闵行
新梅花苑, 1997, 76.77, 6, 低区, 朝西南, 1, 1, 47544, 365, 古美, 闵行
东方御花园, 1996, 72.45, 6, 高区, 朝南北, 1, 1, 55072, 399, 古美, 闵行
新梅公寓, 2001, 92.0, 7, 中区, 朝南, 1, 1, 54347, 500, 古美, 闵行
古美西路420弄, 1996, 75.72, 6, 中区, 朝南, 1, 1, 57448, 435, 古美, 闵行
华梅花苑, 1997, 88.61, 6, 中区, 朝南北, 1, 1, 63198, 560, 古美, 闵行
南方城, 2005, 57.92, 14, 高区, 朝南, 1, 1, 82700, 479, 古美, 闵行
诸新三村, 1994, 71.2, 6, 高区, 朝南, 1, 1, 40730, 290, 华漕, 闵行
西郊景平苑, 2008, 52.89, 12, 高区, , 1, 1, 51994, 275, 华漕, 闵行
西郊庄园, 2002, 310.82, 地上2层, 地上2层, (进门) 东, 1, 1, 106170, 3300, 华漕, 闵行
西郊九韵城, 2005, 72.33, 6, 高区, 朝南, 1, 1, 47006, 340, 华漕, 闵行
金色西郊城, , 107.34, 11, 中区, 朝南北, 1, 1, 39128, 420, 华漕, 闵行
金色西郊城, , 89.5, 9, 高区, , 1, 1, 42458, 380, 华漕, 闵行
金丰小区, 1994, 73.89, 6, 低区, 朝南, 1, 1, 44660, 330, 华漕, 闵行
紫薇新村, 1994, 60.93, 6, 中区, 朝南, 1, 1, 42671, 260, 华漕, 闵行
上海香港花园, 2006, 72.59, 6, 中区, 朝南北, 1, 1, 42705, 310, 华漕, 闵行
西郊九韵城, 2005, 73.84, 6, 低区, 朝南, 1, 1, 44691, 330, 华漕, 闵行
万博家园, 2010, 88.68, 13, 高区, 朝南, 1, 1, 45669, 405, 华漕, 闵行
金色西郊城, , 96.17, 11, 高区, 朝南北, 1, 1, 42424, 408, 华漕, 闵行
金色西郊城, , 109.85, 11, 中区, 朝南, 1, 1, 42785, 470, 华漕, 闵行
西郊景平苑, 2008, 52.89, 12, 中区, 朝南北, 0, 1, 49158, 260, 华漕, 闵行
西郊九韵城, 2005, 72.05, 6, 高区, 朝南, 1, 1, 47883, 345, 华漕, 闵行
银杏新村, 1994, 73.88, 6, 低区, 朝南, 1, 1, 35598, 263, 华漕, 闵行
美邻苑, 2001, 73.53, 6, 高区, 朝南, 1, 1, 46239, 340, 华漕, 闵行
西郊景平苑, 2008, 81.88, 12, 低区, 朝南北, 1, 1, 42745, 350, 华漕, 闵行
西郊河畔家园, 2006, 117.9, 6, 低区, 朝南北, 1, 1, 46649, 550, 华漕, 闵行
金色西郊城, , 121.57, 11, 高区, 朝南, 1, 1, 42773, 520, 华漕, 闵行
紫薇新村, 1994, 66.55, 6, 高区, 朝南, 1, 1, 42073, 280, 华漕, 闵行
东华美路220弄, 1994, 72.78, 6, 高区, 朝南, 1, 1, 37098, 270, 华漕, 闵行
美邻苑, 2001, 54.54, 6, 高区, 朝南, 0, 0, 45837, 250, 华漕, 闵行
爱博二村, 2009, 56.09, 11, 中区, 朝南, 0, 0, 52594, 295, 华漕, 闵行
万科时一区, , 107.0, 11, 低区, , 0, 0, 74766, 800, 华漕, 闵行
西郊九韵城, 2005, 72.33, 6, 中区, 朝南, 0, 0, 47006, 340, 华漕, 闵行
恒基旭辉中心(公寓), 2015, 138.25, 12, 低区, 朝南, 0, 0, 54972, 760, 华漕, 闵行
西庭网球俱乐部和公寓, 2004, 280.7, 7, 高区, , 1, 1, 44531, 1250, 华漕, 闵行
西郊庄园, 2003, 383.11, 地上3层, 地上3层, (进门) 南, 1, 1, 104408, 4000, 华漕, 闵行
凯德林茵湖畔(别墅), 2008, 260.03, 地上3层, 地上3层, (进门) 南北, 1, 1, 61531, 1600, 华漕, 闵行
信利苑, , 80.0, 6, 中区, 朝南, 1, 1, 44750, 358, 航华, 闵行
航华三村一街坊, 1994, 70.5, 6, 高区, 朝南, 1, 1, 49645, 350, 航华, 闵行
新明星花园, 1997, 56.85, 6, 低区, 朝南, 1, 1, 53649, 305, 航华, 闵行
京润花园, 1998, 93.21, 6, 高区, , 1, 1, 41841, 390, 航华, 闵行
春晖小区, 1995, 65.45, 6, 高区, 朝南北, 1, 1, 42016, 275, 航华, 闵行
驰骋小区, , 69.12, 6, 高区, 朝南北, 1, 1, 44126, 305, 航华, 闵行
华菁公寓, 1994, 71.38, 13, 低区, 朝南, 1, 1, 44830, 320, 航华, 闵行
航华一村, 1994, 40.85, 6, 高区, 朝南, 1, 1, 52631, 215, 航华, 闵行
永兴小区, 1994, 85.12, 6, 低区, 朝南, 1, 1, 42293, 360, 航华, 闵行
七韵美地苑, 2010, 118.62, 12, 中区, 朝南北, 0, 0, 61541, 730, 航华, 闵行
丹桂花园, 1996, 67.05, 6, 中区, 朝南, 1, 1, 49217, 330, 航华, 闵行
新明星花园, 2000, 94.35, 6, 高区, 朝南, 1, 1, 46634, 440, 航华, 闵行
丹桂南苑, 1999, 108.9, 6, 中区, 朝南北, 1, 1, 50505, 550, 航华, 闵行
新明星花园, 1997, 100.28, 6, 低区, 朝南, 1, 1, 49860, 500, 航华, 闵行
华景花苑, 1998, 88.48, 6, 低区, 朝南, 1, 1, 46338, 410, 航华, 闵行
航华四村, 1994, 52.34, 6, 高区, 朝南北, 1, 1, 45854, 240, 航华, 闵行
嘉丰新苑, 1999, 112.49, 6, 高区, 朝南, 1, 1, 53782, 605, 航华, 闵行
航华四村, 1994, 52.14, 6, 高区, 朝南北, 1, 1, 48906, 255, 航华, 闵行
航华二村, 1994, 68.51, 6, 高区, 朝南, 0, 1, 47438, 325, 航华, 闵行
航华三村三街坊, 1997, 66.15, 6, 低区, 朝南, 1, 1, 44595, 295, 航华, 闵行
航东路750弄, 1995, 65.36, 6, 高区, 朝南, 1, 1, 38249, 250, 航华, 闵行
航华三村三街坊, 1996, 75.56, 6, 高区, 朝南北, 1, 1, 43409, 328, 航华, 闵行
三佳苑, , 117.29, 6, 低区, 朝南北, 1, 1, 43055, 505, 航华, 闵行
广达新苑, 2001, 127.0, 6, 中区, 朝南, 1, 1, 46456, 590, 航华, 闵行
新明星花园, 1997, 81.25, 6, 低区, 朝南, 1, 1, 52923, 430, 航华, 闵行
驰骋小区, 1995, 65.45, 6, 高区, 朝南, 1, 1, 47364, 310, 航华, 闵行
京润花园, 1995, 43.1, 6, 高区, 朝南, 1, 1, 47563, 205, 航华, 闵行
航华三村三街坊, 1995, 78.61, 6, 中区, 朝南, 1, 1, 46940, 369, 航华, 闵行
嘉丰公寓, 1995, 76.35, 6, 中区, 朝南, 1, 1, 45841, 350, 航华, 闵行
航华四村, 1994, 55.95, 6, 中区, 朝南, 1, 1, 49151, 275, 航华, 闵行
静安新城十区, 1997, 65.72, 6, 中区, , 1, 1, 54473, 358, 静安新城, 闵行
静安新城四区, 1998, 86.05, 24, 低区, 朝南北, 1, 1, 55200, 475, 静安新城, 闵行
大上海国际花园五区, 1996, 93.57, 7, 低区, 朝南北, 1, 1, 61985, 580, 静安新城, 闵行
九歌上郡, 2006, 84.63, 12, 低区, 朝南北, 1, 1, 74441, 630, 静安新城, 闵行
静安新城三区, 1997, 66.8, 7, 中区, , 1, 1, 56886, 380, 静安新城, 闵行
静安新城一区, 1998, 68.27, 7, 中区, 朝南, 1, 1, 54196, 370, 静安新城, 闵行
九歌上郡, 2006, 81.39, 12, 低区, , 0, 1, 73473, 598, 静安新城, 闵行
静安新城五区, 1997, 50.49, 6, 低区, 朝南, 1, 1, 61398, 310, 静安新城, 闵行
大上海国际花园十七区, 2002, 126.0, 4, 低区, 朝南, 1, 1, 67460, 850, 静安新城, 闵行
静安新城七区, 2008, 74.69, 11, 中区, 朝南, 1, 1, 70959, 530, 静安新城, 闵行
静安新城三区, 1997, 60.51, 7, 高区, 朝西南, 1, 1, 51231, 310, 静安新城, 闵行
九歌上郡, 2006, 49.23, 11, 高区, , 1, 1, 77188, 380, 静安新城, 闵行
静安新城十一区, 1997, 48.68, 6, 高区, 朝南, 1, 1, 51972, 253, 静安新城, 闵行
静安新城四区, 1997, 62.8, 7, 高区, 朝南, 1, 1, 52547, 330, 静安新城, 闵行
大上海国际花园二区, 1994, 100.18, 7, 高区, 朝南北, 1, 1, 57895, 580, 静安新城, 闵行
红明一村, 1994, 60.32, 6, 低区, 朝南, 1, 1, 53547, 323, 静安新城, 闵行
红明一村, 1994, 61.39, 6, 低区, , 1, 1, 56198, 345, 静安新城, 闵行
静安新城十二区, 1999, 75.36, 6, 低区, 朝南, 0, 1, 62367, 470, 静安新城, 闵行
静安新城九区, 1998, 51.3, 7, 高区, 朝南, 0, 1, 56530, 290, 静安新城, 闵行
大上海国际花园十七区, 2002, 126.35, 4, 高区, 朝南北, 0, 1, 79145, 1000, 静安新城, 闵行
静安新城四区, 1998, 56.26, 24, 中区, 朝西南, 0, 1, 58656, 330, 静安新城, 闵行
大上海国际花园十四区, 2000, 171.01, 6, 高区, 朝南北, 0, 0, 52043, 890, 静安新城, 闵行
静安新城三区, 1997, 70.55, 6, 低区, 朝南, 1, 1, 56130, 396, 静安新城, 闵行
静安新城四区, 1998, 72.0, 24, 低区, 朝南, 1, 1, 63888, 460, 静安新城, 闵行
静安新城十一区, 1997, 66.16, 6, 高区, 朝南, 1, 1, 53657, 355, 静安新城, 闵行
大上海国际花园十六区, 2008, 122.99, 11, 高区, 朝南北, 1, 1, 64232, 790, 静安新城, 闵行
静安新城十一区, 1997, 66.0, 6, 高区, 朝南北, 1, 1, 53030, 350, 静安新城, 闵行
大上海国际花园十三区(别墅), , 211.0, 地上3层, 地上3层, (进门) 南, 1, 1, 89099, 1880, 静安新城, 闵行
大上海国际花园十三区(别墅), 1997, 211.0, 地上3层, 地上3层, (进门) 南北, 1, 1, 68720, 1450, 静安新城, 闵行
静安新城四区, 1998, 64.32, 6, 低区, 朝南北, 1, 1, 58302, 375, 静安新城, 闵行
锦绣江南(一期), 2002, 133.5, 6, 高区, , 1, 1, 71161, 950, 金汇, 闵行
金汇名人苑三街坊, 1996, 156.48, 7, 中区, 朝南北, 1, 1, 49846, 780, 金汇, 闵行
宝虹公寓, 1998, 133.59, 7, 低区, 朝南, 1, 1, 62130, 830, 金汇, 闵行
锦绣江南(一期), 2002, 142.05, 10, 低区, 朝南北, 1, 1, 66877, 950, 金汇, 闵行
金汇花园四街坊, , 99.23, 7, 中区, 朝南, 1, 1, 56434, 560, 金汇, 闵行
金汇名人苑三街坊, 1996, 156.48, 7, 中区, 朝南, 1, 1, 49846, 780, 金汇, 闵行
金虹桥井亭苑, 2007, 104.24, 6, 中区, 朝南北, 1, 1, 69071, 720, 金汇, 闵行
锦绣江南(一期), 2002, 105.96, 7, 低区, 朝南北, 1, 1, 68893, 730, 金汇, 闵行
金汇丽舍, 2002, 109.0, 12, 中区, 朝南北, 1, 1, 66972, 730, 金汇, 闵行
金坤花园, 2002, 42.32, 6, 中区, 朝北, 1, 1, 59073, 250, 金汇, 闵行
宝虹公寓, 1998, 142.0, 8, 低区, 朝南, 1, 1, 61971, 880, 金汇, 闵行
金坤花园, 1997, 102.2, 6, 中区, 朝南北, 0, 0, 57534, 588, 金汇, 闵行
锦绣江南(四期), 2005, 158.62, 12, 低区, 朝南北, 0, 0, 68087, 1080, 金汇, 闵行
锦绣江南(一期), 2002, 136.43, 11, 高区, 朝南北, 1, 1, 69632, 950, 金汇, 闵行
锦绣江南(一期), 2002, 133.63, 11, 低区, 朝南北, 1, 1, 62860, 840, 金汇, 闵行
风度国际, 2005, 114.79, 12, 低区, 朝南北, 1, 1, 72741, 835, 金汇, 闵行
锦绣江南(四期), 2005, 168.25, 12, 中区, 朝南北, 1, 1, 77265, 1300, 金汇, 闵行
锦绣江南(四期), 2005, 121.14, 12, 中区, 朝南北, 1, 1, 73468, 890, 金汇, 闵行
风度国际, 2005, 140.61, 11, 中区, 朝南北, 1, 1, 73963, 1040, 金汇, 闵行
风度国际, 2005, 152.02, 11, 高区, 朝南北, 1, 1, 74990, 1140, 金汇, 闵行
锦绣江南(四期), 2005, 139.93, 12, 低区, 朝南北, 1, 1, 70749, 990, 金汇, 闵行
风度国际, 2005, 156.3, 11, 低区, 朝南北, 1, 1, 73576, 1150, 金汇, 闵行
金坤花园, 2002, 34.56, 6, 高区, 朝南, 1, 1, 70891, 245, 金汇, 闵行
风度国际, 2005, 117.83, 11, 低区, 朝南, 1, 1, 67894, 800, 金汇, 闵行
金汇华光城, 2000, 290.37, 11, 高区, 朝南北, 1, 1, 51658, 1500, 金汇, 闵行
金汇花园三街坊先锋公寓, 1995, 84.16, 6, 高区, 朝南, 1, 1, 54657, 460, 金汇, 闵行
风度国际, 2005, 145.73, 11, 高区, 朝南北, 1, 1, 75482, 1100, 金汇, 闵行
金汇花园一街坊, 1994, 84.88, 6, 高区, 朝南北, 1, 1, 63030, 535, 金汇, 闵行
虹井小区, 1995, 51.92, 6, 高区, 朝南北, 1, 1, 58744, 305, 金汇, 闵行
虹井小区, 1995, 51.27, 6, 中区, 朝南北, 1, 1, 58513, 300, 金汇, 闵行
恒盛苑, 2004, 137.62, 18, 高区, 朝南北, 1, 1, 87196, 1200, 金虹桥, 闵行
华光花园, 1997, 138.0, 14, 中区, 朝南北, 1, 1, 61594, 850, 金虹桥, 闵行
虹桥帝梵尼, 2006, 65.95, 6, 高区, 朝南北, 1, 1, 101592, 670, 金虹桥, 闵行
奥森公寓, 1999, 161.24, 15, 高区, , 1, 1, 41552, 670, 金虹桥, 闵行
恒盛苑, 2004, 212.55, 18, 低区, 朝南, 1, 1, 75276, 1600, 金虹桥, 闵行
上虹新村, 1996, 76.07, 6, 高区, 朝南, 1, 1, 53240, 405, 金虹桥, 闵行
东航明珠公寓, 1998, 96.05, 18, 低区, , 1, 1, 62467, 600, 金虹桥, 闵行
海申花园, 1995, 90.07, 6, 中区, 朝南, 1, 1, 59398, 535, 金虹桥, 闵行
名都城(公寓), 1999, 155.01, 8, 中区, 朝西南, 1, 1, 61286, 950, 金虹桥, 闵行
东航明珠公寓, 1998, 89.25, 18, 中区, 朝西南, 1, 1, 68123, 608, 金虹桥, 闵行
虹桥明珠公寓, 1998, 156.37, 18, 低区, 朝南北, 1, 1, 51032, 798, 金虹桥, 闵行
虹桥花苑, 2002, 168.11, 16, 高区, 朝南北, 1, 1, 71381, 1200, 金虹桥, 闵行
上虹新村, 1993, 72.93, 6, 低区, 朝南, 1, 1, 57589, 420, 金虹桥, 闵行
海申花园, 1999, 120.94, 20, 高区, 朝南, 0, 1, 60773, 735, 金虹桥, 闵行
海叶公寓, 1999, 93.55, 5, 中区, 朝南北, 0, 1, 69481, 650, 金虹桥, 闵行
名都城(公寓), 1997, 101.92, 9, 高区, 朝南北, 0, 1, 76530, 780, 金虹桥, 闵行
万源新城, 2005, 53.0, 6, 高区, 朝南北, 0, 1, 66981, 355, 金虹桥, 闵行
虹梅路2759弄, 1986, 38.9, 6, 高区, 朝南, 1, 1, 64267, 250, 金虹桥, 闵行
奥玎宫廷别墅, , 379.75, 地上3层, 地上3层, (进门) 南, 1, 1, 57932, 2200, 金虹桥, 闵行
古北新城, 2007, 70.51, 5, 低区, 朝南北, 1, 1, 76584, 540, 金虹桥, 闵行
吴中路830弄, 1990, 51.35, 6, 中区, 朝南北, 1, 1, 54527, 280, 金虹桥, 闵行
名都城(公寓), 1998, 157.28, 18, 中区, , 0, 0, 64852, 1020, 金虹桥, 闵行
万源新城, 2012, 65.15, 11, 低区, 朝南北, 0, 0, 72908, 475, 金虹桥, 闵行
恒盛苑, 2004, 138.46, 18, 低区, 朝南, 1, 1, 80889, 1120, 金虹桥, 闵行
名都城(公寓), 1998, 156.66, 18, 中区, 朝南, 1, 1, 62555, 980, 金虹桥, 闵行
名都城(公寓), 1998, 102.16, 9, 低区, 朝南, 1, 1, 71456, 730, 金虹桥, 闵行
华光花园, 1996, 105.0, 6, 低区, 朝南, 1, 1, 66666, 700, 金虹桥, 闵行
名都城(公寓), 1998, 157.19, 16, 中区, 朝南北, 1, 1, 61390, 965, 金虹桥, 闵行
虹兴苑, 2000, 74.0, 6, 高区, 朝南, 1, 1, 61891, 458, 金虹桥, 闵行
名都城(公寓), 1997, 167.03, 9, 低区, 朝南, 1, 1, 63461, 1060, 金虹桥, 闵行
龙柏二村, 1994, 59.43, 6, 低区, 朝南北, 1, 1, 55527, 330, 龙柏, 闵行
龙柏七村, 1994, 50.26, 5, 中区, , 1, 1, 61679, 310, 龙柏, 闵行
龙柏二村, 1994, 52.3, 6, 中区, 朝南北, 1, 1, 61185, 320, 龙柏, 闵行
嘉富丽苑, 2003, 91.45, 14, 中区, 朝南, 1, 1, 65609, 600, 龙柏, 闵行
龙柏四村, 1996, 54.66, 6, 高区, 朝南北, 1, 1, 58543, 320, 龙柏, 闵行
龙柏四村三小区, , 64.48, 6, 中区, 朝南, 1, 1, 58933, 380, 龙柏, 闵行
龙柏二村, 1994, 54.29, 6, 低区, 朝南, 1, 1, 56179, 305, 龙柏, 闵行
永怡公寓, 2002, 137.62, 11, 高区, 朝南北, 1, 1, 55224, 760, 龙柏, 闵行
嘉富丽苑, 2003, 90.57, 12, 中区, 朝南北, 1, 1, 62934, 570, 龙柏, 闵行
龙柏二村, 1994, 58.2, 6, 中区, , 1, 1, 59278, 345, 龙柏, 闵行
龙柏四村, 1996, 42.7, 6, 高区, 朝南北, 0, 1, 57377, 245, 龙柏, 闵行
龙柏四村, 1996, 42.83, 6, 高区, 朝南北, 0, 1, 57903, 248, 龙柏, 闵行
龙柏四村三小区, , 50.77, 6, 低区, 朝南, 1, 1, 61059, 310, 龙柏, 闵行
复地紫藤里, 2015, 157.25, 7, 中区, 朝南北, 0, 0, 79491, 1250, 龙柏, 闵行
复地紫藤里, 2016, 157.38, 7, 中区, 朝南北, 0, 0, 85779, 1350, 龙柏, 闵行
龙柏二村, 1994, 52.41, 6, 低区, , 0, 0, 55332, 290, 龙柏, 闵行
龙柏公寓, 1995, 99.35, 6, 低区, 朝南, 0, 0, 54353, 540, 龙柏, 闵行
龙柏香榭苑, 2002, 90.88, 11, 高区, , 1, 1, 77024, 700, 龙柏, 闵行
龙柏城市花园, 1998, 130.19, 6, 低区, 朝南, 1, 1, 52615, 685, 龙柏, 闵行
龙柏二村, 1994, 82.33, 6, 高区, 朝南, 0, 1, 53443, 440, 龙柏, 闵行
龙柏三村, 1996, 61.25, 6, 中区, 朝南, 1, 1, 63346, 388, 龙柏, 闵行
龙柏二村, 1994, 59.4, 6, 低区, 朝南北, 1, 1, 57239, 340, 龙柏, 闵行
龙柏七村, 1994, 63.18, 6, 低区, , 1, 1, 64102, 405, 龙柏, 闵行
龙柏四村, 1996, 54.66, 6, 高区, 朝南北, 1, 1, 55799, 305, 龙柏, 闵行
龙柏四村, 1996, 50.86, 6, 低区, , 1, 1, 59968, 305, 龙柏, 闵行
龙柏三村, 1996, 72.69, 6, 中区, 朝南, 1, 1, 59155, 430, 龙柏, 闵行
佳信花苑, 1995, 76.03, 6, 中区, 朝南北, 1, 1, 64448, 490, 龙柏, 闵行
龙柏七村, 1995, 49.86, 6, 中区, 朝南, 1, 1, 60168, 300, 龙柏, 闵行
龙柏六村, 1996, 67.28, 6, 高区, 朝南, 1, 1, 53507, 360, 龙柏, 闵行
龙柏二村, 1994, 54.81, 6, 高区, 朝南, 1, 1, 57471, 315, 龙柏, 闵行
红旗五村, 1987, 52.82, 4, 高区, , 1, 1, 33888, 179, 老闵行, 闵行
沧源小区, 1995, 40.15, 6, 中区, , 1, 1, 45579, 183, 老闵行, 闵行
昆阳小区, 1988, 58.61, 6, 中区, 朝南, 1, 1, 33270, 195, 老闵行, 闵行
南洋博仕欣居, 2005, 133.41, 14, 高区, 朝南北, 1, 1, 45723, 610, 老闵行, 闵行
鹤庆苑, 2000, 90.92, 6, 高区, 朝南, 1, 1, 41794, 380, 老闵行, 闵行
新华小区, 1991, 55.72, 6, 高区, , 1, 1, 41277, 230, 老闵行, 闵行
凤庆小区, 1988, 53.08, 5, 中区, 朝南, 1, 1, 38809, 206, 老闵行, 闵行
电机一二村, 1977, 47.78, 5, 中区, 朝南北, 1, 1, 33486, 160, 老闵行, 闵行
红旗四街坊, 1990, 52.93, 6, 高区, 朝南, 1, 1, 39675, 210, 老闵行, 闵行
红旗三村, 1989, 58.9, 6, 高区, 朝南, 1, 1, 32258, 190, 老闵行, 闵行
天星苑, 2005, 90.39, 14, 中区, 朝南, 1, 1, 38721, 350, 老闵行, 闵行
红旗花苑, 1997, 77.0, 6, 中区, 朝南, 1, 1, 35714, 275, 老闵行, 闵行
凤庆小区, 1987, 42.77, 5, 中区, 朝南, 1, 1, 38578, 165, 老闵行, 闵行
鹤明小区, 1985, 46.82, 6, 高区, 朝南, 1, 1, 37377, 175, 老闵行, 闵行
东川路2817弄, 1995, 69.47, 5, 中区, 朝南北, 1, 1, 35986, 250, 老闵行, 闵行
新华小区, 1992, 65.33, 6, 低区, , 1, 1, 39032, 255, 老闵行, 闵行
紫藤新园, 2001, 88.81, 6, 低区, 朝南, 1, 1, 38058, 338, 老闵行, 闵行
红旗小区, 1990, 62.32, 6, 高区, 朝南, 1, 1, 31931, 199, 老闵行, 闵行
红旗三村, 1989, 53.13, 6, 中区, 朝南, 1, 1, 35384, 188, 老闵行, 闵行
沧源小区, 1994, 53.16, 6, 低区, , 1, 1, 45146, 240, 老闵行, 闵行
红旗五村, 1987, 42.77, 4, 中区, 朝南, 1, 1, 36941, 158, 老闵行, 闵行
鹤北新村, 1995, 63.65, 6, 低区, 朝南, 1, 1, 43990, 280, 老闵行, 闵行
鹤北新村, 1994, 68.96, 6, 高区, 朝南北, 1, 1, 41328, 285, 老闵行, 闵行
凤庆小区, 1989, 53.08, 5, 中区, , 1, 1, 36737, 195, 老闵行, 闵行
凤庆小区, 1987, 52.9, 5, 中区, 朝南, 1, 1, 33648, 178, 老闵行, 闵行
合生城邦三街坊, 2009, 108.42, 11, 中区, 朝南北, 1, 1, 41505, 450, 老闵行, 闵行
南洋博仕欣居, 2005, 131.17, 14, 中区, 朝南北, 1, 1, 46504, 610, 老闵行, 闵行
东川花苑, 1992, 56.78, 6, 中区, 朝南北, 1, 1, 49313, 280, 老闵行, 闵行
丽都城假日景苑, 2009, 135.86, 6, 低区, , 1, 1, 44089, 599, 老闵行, 闵行
新华小区, 1991, 58.15, 6, 中区, 朝南, 1, 1, 41272, 240, 老闵行, 闵行
世纪苑, 2000, 126.93, 12, 中区, 朝南, 1, 1, 54360, 690, 梅陇, 闵行
世纪苑, 2002, 169.04, 12, 中区, 朝南北, 1, 1, 66848, 1130, 梅陇, 闵行
罗阳七村, 1994, 37.1, 6, 高区, 朝南, 1, 1, 54447, 202, 梅陇, 闵行
上海阳城, 2003, 93.2, 6, 高区, 朝南北, 1, 1, 67381, 628, 梅陇, 闵行
罗阳七村, 1995, 62.32, 6, 低区, 朝南, 1, 1, 53754, 335, 梅陇, 闵行
上海阳城, 2003, 49.6, 6, 中区, 朝南, 1, 1, 70564, 350, 梅陇, 闵行
